HomeTeam,AwayTeam,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
Aston Villa,Birmingham,NH,1.384615385,1.384615385,W,W,W,D,W,D,0.076923077,-0.115384615,0.076923077,-4
Tottenham,Leicester,NH,1.269230769,0.807692308,W,W,L,D,L,L,-0.115384615,-0.538461538,0.384615385,-3
Arsenal,Charlton,H,2.346153846,1.423076923,W,W,W,L,L,L,1.269230769,0.153846154,0.346153846,-6
Blackburn,Southampton,NH,1.038461538,1.192307692,D,W,L,L,D,L,-0.153846154,0,0.038461538,3
Everton,Aston Villa,H,0.962962963,1.37037037,D,L,L,D,W,W,-0.296296296,0.074074074,-0.296296296,11
Fulham,Man United,NH,1.296296296,2.111111111,L,L,D,D,L,W,0.037037037,0.962962963,-0.111111111,6
Leicester,Wolves,NH,0.814814815,0.851851852,D,D,L,W,L,L,-0.518518519,-1.037037037,-0.074074074,-2
Man City,Chelsea,NH,1,2.037037037,W,L,D,L,W,W,-0.074074074,0.962962963,-0.185185185,14
Leeds,Liverpool,NH,0.777777778,1.444444444,D,W,L,D,W,D,-1,0.333333333,-0.111111111,15
Portsmouth,Newcastle,NH,0.888888889,1.518518519,D,L,L,W,D,W,-0.407407407,0.37037037,-0.333333333,8
Birmingham,Middlesbrough,H,1.444444444,1.148148148,W,D,W,L,L,W,-0.037037037,-0.222222222,0.111111111,-1
Birmingham,Bolton,H,1.444444444,1.259259259,W,D,W,L,D,D,-0.037037037,-0.296296296,0.037037037,2
Middlesbrough,Tottenham,H,1.148148148,1.259259259,L,L,W,D,W,W,-0.222222222,-0.111111111,-0.148148148,-4
Birmingham,Leicester,NH,1.444444444,0.814814815,W,D,W,D,D,L,-0.037037037,-0.518518519,0.222222222,-8
Blackburn,Arsenal,NH,1,2.392857143,D,L,D,W,W,W,-0.178571429,1.25,-0.357142857,14
Bolton,Chelsea,NH,1.214285714,2.071428571,L,L,D,W,L,W,-0.357142857,0.964285714,-0.25,6
Charlton,Middlesbrough,H,1.428571429,1.214285714,L,W,L,W,L,L,0.142857143,-0.178571429,-0.107142857,-4
Everton,Portsmouth,H,1.035714286,0.857142857,W,D,L,L,D,L,-0.214285714,-0.428571429,0.107142857,4
Fulham,Leeds,H,1.285714286,0.785714286,D,L,L,D,D,W,0.035714286,-0.964285714,0,-10
Man City,Man United,H,0.964285714,2.071428571,L,W,L,D,D,L,-0.107142857,0.928571429,-0.142857143,13
Southampton,Liverpool,H,1.178571429,1.392857143,D,D,L,L,D,W,0,0.25,-0.107142857,8
Tottenham,Newcastle,H,1.214285714,1.5,L,D,W,D,W,D,-0.142857143,0.357142857,-0.071428571,10
Wolves,Aston Villa,NH,0.857142857,1.321428571,D,W,L,L,D,W,-1,0,-0.178571429,14
Liverpool,Portsmouth,H,1.392857143,0.857142857,L,D,W,L,D,L,0.25,-0.428571429,0.142857143,-9
Arsenal,Bolton,H,2.413793103,1.172413793,W,W,W,L,L,L,1.275862069,-0.413793103,0.448275862,-7
Aston Villa,Blackburn,NH,1.379310345,0.965517241,W,L,D,L,D,L,0.137931034,-0.24137931,0.172413793,-9
Chelsea,Fulham,H,2.103448276,1.344827586,W,W,L,W,D,L,1,0.103448276,0.24137931,-7
Leicester,Everton,NH,0.896551724,1.103448276,W,D,D,W,W,D,-0.448275862,-0.172413793,-0.034482759,1
Liverpool,Wolves,H,1.448275862,0.827586207,W,L,D,L,D,W,0.344827586,-1.103448276,0.137931034,-16
Man United,Tottenham,H,2,1.275862069,L,D,D,W,L,D,0.793103448,-0.103448276,-0.172413793,-12
Middlesbrough,Birmingham,H,1.172413793,1.448275862,L,W,L,L,W,W,-0.206896552,0,-0.137931034,1
Newcastle,Charlton,H,1.448275862,1.482758621,L,D,W,W,L,W,0.310344828,0.172413793,0.068965517,-2
Portsmouth,Southampton,H,0.827586207,1.24137931,L,L,D,W,D,D,-0.517241379,0.068965517,-0.172413793,1
Leeds,Man City,H,0.75862069,1.034482759,L,D,D,W,L,W,-1,0,-0.068965517,3
Birmingham,Leeds,H,1.4,0.833333333,L,L,W,W,L,D,-0.066666667,-0.933333333,-0.033333333,-9
Blackburn,Portsmouth,NH,1.033333333,0.9,W,L,D,W,L,L,-0.166666667,-0.466666667,0.033333333,2
Charlton,Aston Villa,NH,1.433333333,1.333333333,L,W,L,L,W,L,0.1,0.066666667,-0.033333333,1
Chelsea,Wolves,H,2.133333333,0.8,W,W,W,L,L,D,1,-1.1,0.266666667,-18
Everton,Middlesbrough,NH,1.1,1.233333333,D,W,W,W,L,W,-0.166666667,-0.133333333,0.066666667,6
Man City,Fulham,NH,1,1.3,L,W,L,L,W,D,-0.033333333,0.066666667,0.066666667,7
Southampton,Tottenham,H,1.2,1.233333333,L,W,D,L,W,L,0.033333333,-0.2,-0.066666667,-3
Arsenal,Man United,NH,2.433333333,2.033333333,W,W,W,W,L,D,1.266666667,0.866666667,0.333333333,-2
Bolton,Newcastle,H,1.133333333,1.5,L,L,L,W,L,D,-0.433333333,0.366666667,-0.233333333,3
Leicester,Liverpool,NH,0.9,1.5,D,W,D,W,W,L,-0.433333333,0.366666667,-0.1,14
Fulham,Birmingham,NH,1.290322581,1.451612903,D,L,W,W,L,L,0.064516129,0.032258065,-0.129032258,-1
Middlesbrough,Bolton,H,1.225806452,1.193548387,D,W,L,W,L,L,-0.129032258,-0.387096774,0.129032258,3
Newcastle,Everton,H,1.451612903,1.096774194,L,W,L,D,D,W,0.322580645,-0.161290323,-0.064516129,-12
Tottenham,Chelsea,NH,1.193548387,2.161290323,L,L,W,W,W,W,-0.225806452,1.064516129,-0.258064516,13
Wolves,Southampton,NH,0.774193548,1.258064516,L,L,L,W,L,W,-1.161290323,0.064516129,-0.129032258,8
Aston Villa,Man City,NH,1.387096774,1,W,L,W,D,L,W,0.096774194,-0.032258065,0,-10
Liverpool,Blackburn,H,1.483870968,1,D,W,W,L,W,L,0.35483871,-0.193548387,0.129032258,-11
Leeds,Leicester,H,0.806451613,0.903225806,L,W,L,D,D,W,-1,-0.419354839,-0.064516129,1
Arsenal,Liverpool,H,2.387096774,1.483870968,D,W,W,D,W,W,1.225806452,0.35483871,0.161290323,-3
Everton,Tottenham,H,1.096774194,1.193548387,D,D,W,L,L,W,-0.161290323,-0.225806452,0.161290323,2
Birmingham,Man United,NH,1.4375,2.03125,D,W,L,W,D,W,0.03125,0.84375,-0.03125,7
Blackburn,Leeds,NH,0.96875,0.875,L,L,W,W,L,W,-0.3125,-0.9375,-0.09375,-4
Bolton,Aston Villa,NH,1.15625,1.375,L,W,L,D,W,L,-0.4375,0.09375,-0.125,2
Charlton,Portsmouth,NH,1.375,0.96875,D,L,L,D,W,W,0.0625,-0.40625,-0.09375,-6
Chelsea,Middlesbrough,NH,2.1875,1.28125,W,W,W,W,D,W,1.0625,-0.0625,0.15625,-9
Leicester,Fulham,NH,0.875,1.28125,L,D,D,D,D,L,-0.4375,0.0625,0,9
Man City,Wolves,NH,1,0.75,D,D,L,L,L,L,-0.03125,-1.21875,0.125,-4
Newcastle,Arsenal,NH,1.5,2.40625,W,L,W,W,D,W,0.375,1.25,-0.1875,4
Aston Villa,Chelsea,H,1.375,2.1875,D,W,L,W,W,W,0.09375,1.0625,-0.25,4
Fulham,Blackburn,NH,1.28125,0.96875,D,D,L,L,L,W,0.0625,-0.3125,0.0625,-6
Liverpool,Charlton,NH,1.484848485,1.424242424,L,W,D,W,D,L,0.393939394,0.090909091,0.090909091,-3
Middlesbrough,Southampton,H,1.272727273,1.272727273,D,W,D,L,W,W,-0.060606061,0.090909091,-0.03030303,-1
Portsmouth,Birmingham,H,1.03030303,1.393939394,W,D,W,L,D,W,-0.333333333,0,0.181818182,3
Tottenham,Man City,NH,1.121212121,1,L,L,L,D,D,D,-0.303030303,-0.03030303,-0.090909091,-1
Wolves,Bolton,NH,0.757575758,1.151515152,D,L,L,D,L,W,-1.181818182,-0.424242424,-0.090909091,12
Leeds,Everton,NH,0.939393939,1.121212121,W,W,L,W,L,D,-0.878787879,-0.151515152,0.03030303,2
Man United,Leicester,H,2.060606061,0.848484848,W,W,D,L,L,D,0.848484848,-0.484848485,0.151515152,-15
Arsenal,Leeds,H,2.363636364,0.939393939,D,W,D,W,W,L,1.212121212,-0.878787879,0.060606061,-18
Blackburn,Leicester,H,0.939393939,0.848484848,L,L,L,L,L,D,-0.333333333,-0.484848485,-0.060606061,-3
Bolton,Tottenham,H,1.151515152,1.121212121,D,L,W,L,L,L,-0.424242424,-0.303030303,0.03030303,-7
Charlton,Birmingham,NH,1.411764706,1.352941176,D,W,D,L,L,D,0.088235294,-0.058823529,0.029411765,-3
Chelsea,Everton,NH,2.088235294,1.117647059,L,D,W,D,W,L,0.970588235,-0.147058824,0.117647059,-15
Liverpool,Fulham,NH,1.441176471,1.294117647,L,L,W,L,W,D,0.352941176,0.088235294,0.058823529,-5
Man City,Southampton,NH,1,1.323529412,D,D,D,W,L,W,-0.029411765,0.147058824,-0.147058824,4
Portsmouth,Man United,H,1.088235294,2,W,W,D,L,W,W,-0.294117647,0.794117647,0.088235294,10
Wolves,Middlesbrough,H,0.735294118,1.323529412,L,D,L,W,D,W,-1.176470588,0,-0.294117647,9
Aston Villa,Newcastle,NH,1.411764706,1.470588235,W,D,D,D,D,W,0.117647059,0.352941176,0,1
Man United,Charlton,H,2,1.411764706,L,W,W,D,W,D,0.794117647,0.088235294,0.147058824,-4
Everton,Blackburn,NH,1.117647059,1,D,W,L,W,L,L,-0.147058824,-0.294117647,0,2
Fulham,Charlton,H,1.294117647,1.411764706,L,W,D,D,W,D,0.088235294,0.088235294,0,2
Leicester,Man City,NH,0.8,0.971428571,L,L,L,L,D,D,-0.514285714,-0.085714286,-0.085714286,2
Man United,Liverpool,NH,2.028571429,1.428571429,W,L,W,D,L,L,0.828571429,0.342857143,0.142857143,-1
Middlesbrough,Aston Villa,NH,1.285714286,1.4,L,W,D,D,W,D,-0.057142857,0.114285714,-0.028571429,5
Southampton,Bolton,NH,1.285714286,1.257142857,L,W,L,W,W,D,0.114285714,-0.314285714,-0.028571429,4
Birmingham,Wolves,NH,1.342857143,0.8,D,L,L,W,L,D,-0.057142857,-1.085714286,0.028571429,-10
Leeds,Portsmouth,NH,0.914285714,1.142857143,L,D,W,W,W,W,-0.971428571,-0.257142857,-0.171428571,6
Newcastle,Chelsea,H,1.514285714,2.057142857,W,D,D,D,L,D,0.371428571,0.942857143,0,3
Tottenham,Arsenal,NH,1.085714286,2.342857143,L,D,L,D,W,D,-0.342857143,1.285714286,-0.228571429,14
Arsenal,Birmingham,NH,2.342857143,1.342857143,D,W,D,D,L,L,1.285714286,-0.057142857,0.114285714,-9
Blackburn,Man United,H,1.057142857,2.028571429,W,W,L,W,L,W,-0.257142857,0.828571429,-0.114285714,12
Charlton,Leicester,NH,1.333333333,0.805555556,L,L,D,D,L,L,-0.027777778,-0.5,0.111111111,-11
Chelsea,Southampton,H,2,1.25,L,D,L,L,L,W,0.888888889,0,-0.027777778,-10
Man City,Newcastle,H,0.972222222,1.472222222,D,L,D,L,W,D,-0.083333333,0.333333333,-0.111111111,11
Portsmouth,Fulham,NH,1.138888889,1.333333333,D,W,W,W,D,L,-0.25,0.138888889,0.083333333,4
Wolves,Everton,H,0.805555556,1.083333333,D,W,L,L,D,D,-1.055555556,-0.166666667,0,3
Aston Villa,Tottenham,H,1.444444444,1.083333333,W,D,W,D,L,D,0.138888889,-0.333333333,0.194444444,-9
Bolton,Leeds,H,1.305555556,0.888888889,W,W,W,L,L,D,-0.277777778,-0.972222222,0.083333333,-11
Liverpool,Middlesbrough,H,1.472222222,1.25,W,D,L,L,L,W,0.361111111,-0.083333333,0,-7
Portsmouth,Arsenal,NH,1.138888889,2.305555556,D,W,W,D,D,W,-0.25,1.25,0.055555556,12
Birmingham,Liverpool,NH,1.333333333,1.472222222,D,D,L,W,D,L,-0.055555556,0.361111111,-0.111111111,6
Everton,Bolton,NH,1.054054054,1.351351351,L,L,D,W,W,W,-0.189189189,-0.189189189,-0.216216216,9
Leeds,Charlton,NH,0.864864865,1.324324324,L,L,L,D,L,L,-1.027027027,-0.027027027,-0.027027027,12
Leicester,Portsmouth,H,0.810810811,1.135135135,D,D,L,D,D,W,-0.486486486,-0.243243243,-0.243243243,5
Man United,Chelsea,NH,1.918918919,2.027027027,L,L,W,W,L,D,0.72972973,0.972972973,0.027027027,1
Middlesbrough,Man City,H,1.216216216,1.027027027,L,L,L,W,D,L,-0.135135135,-0.054054054,-0.054054054,-5
Southampton,Aston Villa,NH,1.243243243,1.486486486,D,L,L,W,W,D,0,0.162162162,-0.189189189,6
Tottenham,Blackburn,H,1.054054054,1.162162162,L,D,L,W,W,W,-0.351351351,-0.189189189,-0.27027027,0
Fulham,Arsenal,NH,1.324324324,2.27027027,D,W,D,D,D,D,0.135135135,1.216216216,0.027027027,8
Newcastle,Wolves,NH,1.459459459,0.864864865,D,L,W,W,D,W,0.324324324,-1,-0.054054054,-15
Southampton,Newcastle,NH,1.243243243,1.459459459,D,L,L,D,L,W,0,0.324324324,-0.054054054,7
Arsenal,Leicester,H,2.289473684,0.868421053,W,D,D,W,D,D,1.210526316,-0.421052632,0.105263158,-17
Aston Villa,Man United,NH,1.473684211,1.894736842,D,W,W,D,L,L,0.157894737,0.710526316,0.184210526,3
Blackburn,Birmingham,NH,1.131578947,1.289473684,L,W,W,L,D,D,-0.210526316,-0.131578947,0.236842105,5
Bolton,Fulham,NH,1.394736842,1.289473684,W,W,W,L,D,W,-0.157894737,0.105263158,0.263157895,-1
Charlton,Southampton,H,1.315789474,1.236842105,D,D,L,D,D,L,-0.026315789,0,-0.052631579,-5
Chelsea,Leeds,H,2,0.868421053,D,W,L,D,L,L,0.947368421,-1,0.078947368,-17
Liverpool,Newcastle,NH,1.552631579,1.447368421,W,W,W,D,D,L,0.473684211,0.315789474,0.105263158,-1
Man City,Everton,H,1,1.026315789,L,W,D,L,L,L,-0.078947368,-0.210526316,0.078947368,-1
Portsmouth,Middlesbrough,H,1.105263158,1.263157895,L,D,D,W,L,L,-0.289473684,-0.105263158,0.052631579,2
Wolves,Tottenham,NH,0.868421053,1.105263158,D,W,D,W,L,D,-0.973684211,-0.315789474,0.078947368,5
Aston Villa,Southampton,H,0,0,M,M,M,M,M,M,0,0,0,-10
Blackburn,West Brom,NH,0,0,M,M,M,M,M,M,0,0,0,-2
Bolton,Charlton,H,0,0,M,M,M,M,M,M,0,0,0,-5
Man City,Fulham,NH,0,0,M,M,M,M,M,M,0,0,0,-5
Middlesbrough,Newcastle,NH,0,0,M,M,M,M,M,M,0,0,0,-7
Norwich,Crystal Palace,NH,0,0,M,M,M,M,M,M,0,0,0,1
Portsmouth,Birmingham,NH,0,0,M,M,M,M,M,M,0,0,0,4
Tottenham,Liverpool,NH,0,0,M,M,M,M,M,M,0,0,0,4
Chelsea,Man United,H,0,0,M,M,M,M,M,M,0,0,0,-2
Everton,Arsenal,NH,0,0,M,M,M,M,M,M,0,0,0,2
Birmingham,Chelsea,NH,0.5,1.5,D,M,M,W,M,M,0,0.5,-1,11
Charlton,Portsmouth,H,0,0.5,L,M,M,D,M,M,-1.5,0,-0.5,-5
Crystal Palace,Everton,NH,0.5,0,D,M,M,L,M,M,0,-1.5,0.5,14
Fulham,Bolton,H,0.5,1.5,D,M,M,W,M,M,0,1.5,-1,7
Liverpool,Man City,H,0.5,0.5,D,M,M,D,M,M,0,0,0,-3
Man United,Norwich,H,0,0.5,L,M,M,D,M,M,-0.5,0,-0.5,-16
Newcastle,Tottenham,NH,0.5,0.5,D,M,M,D,M,M,0,0,0,5
Southampton,Blackburn,H,0,0.5,L,M,M,D,M,M,-1,0,-0.5,5
Arsenal,Middlesbrough,H,1.5,0.5,W,M,M,D,M,M,1.5,0,1,-5
West Brom,Aston Villa,NH,0.5,1.5,D,M,M,W,M,M,0,1,-1,7
Birmingham,Man City,H,0.333333333,0.333333333,L,D,M,L,D,M,-0.333333333,-0.333333333,0,4
Crystal Palace,Chelsea,NH,0.333333333,2,L,D,M,W,W,M,-0.666666667,0.666666667,-1.666666667,17
Arsenal,Blackburn,H,2,0.333333333,W,W,M,L,D,M,1.666666667,-0.333333333,1.666666667,-13
Charlton,Aston Villa,H,1,1.333333333,W,L,M,D,W,M,-0.666666667,0.666666667,-0.333333333,1
Fulham,Middlesbrough,NH,1.333333333,0.333333333,W,D,M,L,D,M,0.666666667,-0.666666667,1,6
Newcastle,Norwich,NH,0.333333333,0.333333333,L,D,M,L,D,M,-0.333333333,-0.333333333,0,-5
Southampton,Bolton,NH,1,1,W,L,M,L,W,M,-0.333333333,0.333333333,0,14
West Brom,Tottenham,NH,0.666666667,1.333333333,D,D,M,W,D,M,0,0.333333333,-0.666666667,8
Aston Villa,Newcastle,H,1.333333333,0.333333333,D,W,M,L,D,M,0.666666667,-0.333333333,1,-4
Blackburn,Man United,NH,0.333333333,1,L,D,M,W,L,M,-0.333333333,0,-0.666666667,12
Chelsea,Southampton,H,2.25,0.75,W,W,W,L,W,L,1,-0.5,1.5,-19
Everton,West Brom,H,1.5,0.75,W,W,L,D,D,D,0,0,0.75,-13
Man City,Charlton,H,0.25,1.5,L,L,D,W,W,L,-0.5,0.25,-1.25,-3
Middlesbrough,Crystal Palace,H,1,0.25,W,L,D,L,L,D,0,-1,0.75,-11
Norwich,Arsenal,NH,0.5,2.25,D,L,D,W,W,W,-0.25,2,-1.75,17
Tottenham,Birmingham,H,1.25,1,D,W,D,W,L,D,0.25,0,0.25,-3
Bolton,Liverpool,H,1.5,1,W,L,W,L,W,D,0.5,0,0.5,1
Man United,Everton,NH,1,1.5,D,W,L,W,W,L,0,0,-0.5,-1
Portsmouth,Fulham,H,1,1,W,L,D,L,W,D,0,0,0,3
Aston Villa,Chelsea,NH,1,2.25,L,D,W,W,W,W,-0.25,1,-1.25,9
Bolton,Man United,NH,1.8,1,W,W,L,D,D,W,0.6,0,0.8,3
Fulham,Arsenal,NH,0.8,2.4,L,L,W,W,W,W,-0.2,2.2,-1.6,11
Liverpool,West Brom,H,1.4,0.6,W,L,W,L,D,D,0.6,-0.2,0.8,-12
Man City,Everton,NH,0.8,1.4,W,L,L,D,W,W,0.4,0,-0.6,4
Middlesbrough,Birmingham,H,1.4,0.8,W,W,L,L,W,L,0.2,-0.2,0.6,-5
Newcastle,Blackburn,H,0.4,0.4,L,D,L,D,L,L,-0.6,-0.8,0,-1
Portsmouth,Crystal Palace,H,1.4,0.2,W,W,L,L,L,L,0.4,-1,1.2,-2
Tottenham,Norwich,NH,1.6,0.4,W,D,W,L,D,L,0.4,-0.8,1.2,-10
Charlton,Southampton,NH,1.2,0.6,L,W,W,L,L,W,-0.6,-0.6,0.6,-9
Arsenal,Bolton,NH,2.4,1.8,W,W,W,W,W,L,2.2,0.6,0.6,-4
Birmingham,Charlton,NH,0.666666667,1.166666667,L,L,W,D,L,W,-0.333333333,-0.5,-0.5,1
Blackburn,Portsmouth,H,0.333333333,1.166666667,L,D,L,L,W,W,-1.166666667,0.166666667,-0.833333333,-1
Crystal Palace,Man City,NH,0.166666667,0.666666667,L,L,L,L,W,L,-1.166666667,0.166666667,-0.5,10
Norwich,Aston Villa,NH,0.5,1.333333333,D,L,D,D,W,L,-0.666666667,0.166666667,-0.833333333,9
West Brom,Fulham,NH,0.5,0.666666667,L,L,D,L,L,L,-0.666666667,-0.666666667,-0.166666667,4
Chelsea,Tottenham,NH,2.166666667,1.5,D,W,W,D,W,D,0.833333333,0.333333333,0.666666667,-8
Everton,Middlesbrough,H,1.666666667,1.666666667,W,D,W,W,W,W,0.166666667,0.333333333,0,-3
Southampton,Newcastle,NH,0.666666667,0.833333333,D,L,L,W,L,D,-0.5,0,-0.166666667,6
Man United,Liverpool,H,1,1.166666667,D,D,D,L,W,L,0,0.333333333,-0.166666667,-2
Aston Villa,Crystal Palace,NH,1.333333333,0.166666667,D,W,L,L,L,L,0.166666667,-1.166666667,1.166666667,-8
Bolton,Birmingham,NH,1.571428571,0.714285714,D,D,W,D,L,L,0.428571429,-0.285714286,0.571428571,-6
Fulham,Southampton,H,0.714285714,0.571428571,D,L,L,L,D,L,-0.571428571,-0.571428571,0,-7
Liverpool,Norwich,H,1.428571429,0.571428571,W,L,W,D,D,L,0.714285714,-0.571428571,0.857142857,-14
Man City,Arsenal,NH,1,2.285714286,W,L,W,D,W,W,0.285714286,2,-1,6
Middlesbrough,Chelsea,NH,1.428571429,2,L,W,W,D,D,W,0.142857143,0.714285714,-0.285714286,6
Newcastle,West Brom,H,1.142857143,0.571428571,W,W,L,D,L,L,0.142857143,-0.571428571,0.571428571,-3
Tottenham,Man United,NH,1.428571429,1.285714286,D,D,W,W,D,D,0.285714286,0.142857143,0,6
Portsmouth,Everton,NH,1,1.857142857,L,L,W,W,W,D,0,0.285714286,-1,12
Charlton,Blackburn,H,1.142857143,0.714285714,D,D,L,W,L,D,-0.428571429,-0.857142857,0.571428571,-4
Arsenal,Charlton,H,2.285714286,1.142857143,D,W,W,D,D,L,2,-0.428571429,0.714285714,-9
Blackburn,Aston Villa,NH,0.625,1.25,L,W,L,D,D,D,-0.875,0.125,-0.25,5
Everton,Tottenham,NH,2,1.25,W,W,W,L,D,D,0.375,0.125,0.875,-5
Norwich,Portsmouth,NH,0.5,1,L,D,D,D,L,L,-0.875,0,-0.5,3
Southampton,Man City,NH,0.5,0.875,L,L,D,L,W,L,-0.625,0.125,-0.625,12
West Brom,Bolton,H,0.5,1.5,L,D,L,D,D,D,-0.75,0.375,-0.875,11
Birmingham,Newcastle,NH,0.75,1.375,D,D,L,W,W,W,-0.25,0.375,-0.625,-2
Chelsea,Liverpool,H,2.125,1.25,W,D,D,L,W,L,0.75,0.5,0.625,-4
Man United,Middlesbrough,NH,1.5,1.25,W,W,D,L,L,W,0.25,0,0,-4
Crystal Palace,Fulham,H,0.25,1,D,L,L,W,D,L,-1,-0.375,-0.375,5
Arsenal,Aston Villa,H,2.375,1.25,W,D,W,D,D,D,1.875,0.125,0.875,-8
Birmingham,Man United,NH,0.777777778,1.444444444,D,D,D,D,W,W,-0.222222222,0.222222222,-0.666666667,9
Blackburn,Middlesbrough,NH,0.666666667,1.222222222,D,L,W,D,L,L,-0.777777778,0,-0.222222222,8
Bolton,Crystal Palace,H,1.333333333,0.555555556,L,D,D,W,D,L,0.222222222,-0.666666667,0.222222222,-12
Everton,Southampton,H,1.777777778,0.555555556,L,W,W,D,L,L,0.222222222,-0.555555556,0.888888889,-16
Fulham,Liverpool,NH,0.888888889,1.444444444,L,W,D,W,L,W,-0.555555556,0.666666667,-0.555555556,8
Man City,Chelsea,H,0.888888889,2.222222222,D,L,W,W,W,D,0.111111111,0.777777778,-0.444444444,7
West Brom,Norwich,NH,0.777777778,0.555555556,W,L,D,D,L,D,-0.555555556,-0.777777778,0.111111111,-2
Charlton,Newcastle,NH,1.222222222,1.333333333,L,W,D,D,W,W,-0.666666667,0.333333333,-0.555555556,-3
Portsmouth,Tottenham,H,1.222222222,1.444444444,W,D,L,W,L,D,0.111111111,0.222222222,-0.111111111,7
Aston Villa,Fulham,H,1.222222222,0.888888889,D,D,D,L,W,D,0.111111111,-0.555555556,0.333333333,-3
Chelsea,Blackburn,H,2,0.6,L,W,W,L,D,L,0.6,-1.1,0.4,-14
Crystal Palace,West Brom,H,0.5,0.8,L,W,D,D,W,L,-0.7,-0.5,-0.1,1
Liverpool,Charlton,H,1.6,1.2,W,W,L,D,L,W,0.8,-0.6,0.3,-6
Norwich,Everton,NH,0.6,1.9,D,D,L,W,L,W,-0.7,0.3,-0.8,15
Tottenham,Bolton,NH,1.3,1.5,L,W,L,W,L,D,0.1,0.3,-0.1,3
Man United,Arsenal,H,1.4,2.5,D,D,W,W,W,W,0.2,2.1,-0.4,1
Middlesbrough,Portsmouth,NH,1.4,1.2,W,D,L,D,W,D,0.4,0.1,0.2,-9
Newcastle,Man City,H,1.3,1.1,D,D,W,W,D,L,0.3,0.2,0.4,6
Southampton,Birmingham,NH,0.5,0.8,L,D,L,D,D,D,-0.6,-0.2,-0.2,8
Arsenal,Southampton,NH,2.5,0.5,W,W,W,L,D,L,2.1,-0.6,1.1,-18
Birmingham,Crystal Palace,NH,0.818181818,0.727272727,D,D,D,W,L,W,-0.181818182,-0.363636364,-0.181818182,-6
Blackburn,Liverpool,NH,0.545454545,1.545454545,L,L,D,D,W,W,-1.363636364,0.727272727,-0.545454545,10
Charlton,Middlesbrough,NH,1.090909091,1.363636364,L,D,L,D,W,D,-0.727272727,0.363636364,0,4
Everton,Aston Villa,NH,2,1.272727273,W,W,L,W,L,D,0.363636364,0.090909091,0.545454545,-6
Fulham,Tottenham,H,0.727272727,1.181818182,L,L,L,L,L,W,-0.818181818,0,0,4
Portsmouth,Man United,H,1.363636364,1.545454545,W,D,W,W,D,D,0.272727273,0.363636364,-0.272727273,13
West Brom,Chelsea,NH,0.727272727,2.090909091,L,D,W,W,L,W,-0.727272727,0.909090909,-0.454545455,16
Bolton,Newcastle,H,1.636363636,1.454545455,W,W,L,W,D,D,0.363636364,0.363636364,-0.272727273,-8
Man City,Norwich,NH,1,0.545454545,L,W,D,L,D,D,0.090909091,-0.727272727,0.363636364,-11
Aston Villa,Portsmouth,H,1.272727273,1.363636364,W,L,D,W,D,W,0.090909091,0.272727273,-0.181818182,-6
Chelsea,Everton,H,2.166666667,1.916666667,W,W,L,D,W,W,1.083333333,0.333333333,0.166666667,-3
Crystal Palace,Arsenal,NH,0.916666667,2.166666667,W,W,L,D,L,W,-0.25,1.583333333,0,16
Liverpool,Birmingham,NH,1.416666667,0.75,L,D,W,L,D,D,0.583333333,-0.25,0.25,-7
Norwich,Blackburn,NH,0.583333333,0.583333333,D,L,D,D,L,L,-0.666666667,-1.25,0.083333333,4
Southampton,West Brom,NH,0.583333333,0.666666667,D,D,L,L,L,D,-0.5,-0.916666667,-0.083333333,3
Tottenham,Charlton,NH,1.083333333,1,L,L,L,L,L,D,-0.166666667,-0.75,-0.083333333,-2
Man United,Man City,NH,1.416666667,1,L,W,D,D,L,W,0.166666667,0.083333333,0.25,-5
Middlesbrough,Bolton,NH,1.5,1.75,W,D,W,W,W,W,0.416666667,0.416666667,-0.166666667,1
Newcastle,Fulham,NH,1.333333333,0.916666667,L,W,D,W,L,L,0.25,-0.583333333,0.166666667,1
Birmingham,Everton,NH,0.75,1.916666667,L,D,D,D,W,W,-0.25,0.333333333,-0.5,8
Bolton,Aston Villa,NH,1.692307692,1.384615385,D,W,W,W,D,W,0.384615385,0.307692308,0.153846154,-4
Charlton,Norwich,H,1.153846154,0.615384615,W,L,L,D,D,L,-0.615384615,-0.615384615,0,-8
Fulham,Chelsea,NH,1.076923077,2.230769231,W,W,L,W,W,W,-0.307692308,1.076923077,-0.461538462,12
Liverpool,Crystal Palace,H,1.538461538,0.923076923,W,L,D,D,W,W,0.615384615,-0.230769231,0,-13
Man City,Blackburn,NH,1,0.615384615,D,D,L,D,D,L,0.076923077,-1.153846154,0.230769231,-7
Southampton,Portsmouth,H,0.615384615,1.153846154,D,D,D,L,L,W,-0.461538462,-0.076923077,-0.230769231,4
Tottenham,Arsenal,NH,1,2.076923077,L,L,L,D,D,L,-0.230769231,1.461538462,-0.384615385,7
Newcastle,Man United,NH,1.230769231,1.384615385,L,L,W,D,L,W,0,0.153846154,-0.076923077,11
West Brom,Middlesbrough,NH,0.692307692,1.461538462,D,L,L,D,W,D,-0.846153846,0.384615385,-0.307692308,10
Arsenal,West Brom,NH,2.076923077,0.692307692,D,D,L,D,L,L,1.461538462,-0.846153846,0.230769231,-15
Chelsea,Bolton,NH,2.285714286,1.571428571,W,W,W,L,D,W,1.214285714,0.285714286,0.142857143,-5
