HomeTeam,AwayTeam,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
Sunderland,Arsenal,NH,0.5,1.973684211,L,L,L,W,L,D,-1.052631579,1.026315789,-0.210526316,18
Tottenham,Blackburn,NH,1.315789474,1.5,L,L,W,D,W,D,-0.184210526,0.131578947,-0.105263158,4
West Brom,Newcastle,NH,0.657894737,1.789473684,D,L,L,W,W,D,-0.947368421,0.394736842,-0.078947368,16
Arsenal,Everton,H,0,0,M,M,M,M,M,M,0,0,0,-16
Birmingham,Tottenham,H,0,0,M,M,M,M,M,M,0,0,0,-5
Blackburn,Wolves,H,0,0,M,M,M,M,M,M,0,0,0,-5
Fulham,Middlesbrough,H,0,0,M,M,M,M,M,M,0,0,0,-2
Leicester,Southampton,NH,0,0,M,M,M,M,M,M,0,0,0,6
Man United,Bolton,H,0,0,M,M,M,M,M,M,0,0,0,-5
Portsmouth,Aston Villa,H,0,0,M,M,M,M,M,M,0,0,0,7
Charlton,Man City,NH,0,0,M,M,M,M,M,M,0,0,0,-9
Leeds,Newcastle,NH,0,0,M,M,M,M,M,M,0,0,0,14
Liverpool,Chelsea,NH,0,0,M,M,M,M,M,M,0,0,0,2
Bolton,Blackburn,NH,0,1.5,L,M,M,W,M,M,-2,2,-1.5,-7
Chelsea,Leicester,H,1.5,0.5,W,M,M,D,M,M,0.5,0,1,-16
Everton,Fulham,H,0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,8
Man City,Portsmouth,NH,1.5,1.5,W,M,M,W,M,M,1.5,0.5,0,3
Newcastle,Man United,NH,0.5,1.5,D,M,M,W,M,M,0,2,-1,2
Southampton,Birmingham,NH,0.5,1.5,D,M,M,W,M,M,0,0.5,-1,2
Tottenham,Leeds,H,0,0.5,L,M,M,D,M,M,-0.5,0,-0.5,-4
Wolves,Charlton,NH,0,0,L,M,M,L,M,M,-2,-1.5,0,13
Aston Villa,Liverpool,NH,0,0,L,M,M,L,M,M,-0.5,-0.5,0,2
Middlesbrough,Arsenal,NH,0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,10
Blackburn,Man City,NH,1.333333333,1.333333333,D,W,M,D,W,M,1.333333333,1,0,-1
Charlton,Everton,NH,1,1,W,L,M,W,L,M,0.333333333,0.333333333,0,-10
Leeds,Southampton,NH,0.333333333,0.666666667,L,D,M,D,D,M,-0.333333333,0,-0.333333333,7
Leicester,Middlesbrough,NH,0.333333333,0,L,D,M,L,L,M,-0.333333333,-1.666666667,0.333333333,7
Portsmouth,Bolton,H,1.333333333,0.333333333,D,W,M,D,L,M,0.333333333,-1.333333333,1,5
Arsenal,Aston Villa,H,2,0.333333333,W,W,M,D,L,M,1.666666667,-0.333333333,1.666666667,-5
Liverpool,Tottenham,NH,0.333333333,1,D,L,M,W,L,M,-0.333333333,0,-0.666666667,-11
Man United,Wolves,H,2,0,W,W,M,L,L,M,1.666666667,-2.666666667,2,-17
Aston Villa,Leicester,H,0.333333333,0.333333333,D,L,M,L,D,M,-0.333333333,-0.333333333,0,-12
Bolton,Charlton,NH,0.333333333,1,D,L,M,W,L,M,-1.333333333,0.333333333,-0.666666667,1
Chelsea,Blackburn,NH,1.75,1,D,W,W,L,D,W,0.5,0.75,0.75,-13
Everton,Liverpool,NH,1,0.5,D,W,L,D,D,L,0.25,-0.25,0.5,13
Middlesbrough,Leeds,NH,0.25,0.5,D,L,L,D,L,D,-1.25,-0.25,-0.25,-8
Newcastle,Birmingham,NH,0.25,1.75,L,L,D,W,D,W,-0.5,0.5,-1.5,-5
Tottenham,Fulham,NH,1,1.5,D,W,L,W,L,W,0,0.5,-0.5,6
Wolves,Portsmouth,NH,0,1.75,L,L,L,W,D,W,-2.25,1.25,-1.75,7
Man City,Arsenal,NH,1.75,2.25,W,D,W,W,W,W,1,1.75,-0.5,15
Southampton,Man United,H,0.75,2.25,D,D,D,W,W,W,0,1.5,-1.5,9
Arsenal,Portsmouth,NH,2.25,1.75,W,W,W,W,D,W,1.75,1.25,0.5,-12
Blackburn,Liverpool,NH,1,0.5,L,D,W,D,D,L,0.75,-0.25,0.5,11
Bolton,Middlesbrough,H,0.4,0.2,D,L,D,L,D,L,-1.6,-1.2,0.2,-3
Charlton,Man United,NH,1,1.8,D,D,W,L,W,W,0.2,1,-0.8,4
Chelsea,Tottenham,H,2,0.8,W,D,W,L,D,W,0.8,-0.6,1.2,-13
Everton,Newcastle,NH,0.8,0.4,L,D,W,D,L,L,-0.4,-0.4,0.4,12
Southampton,Wolves,H,1.2,0.2,W,D,D,D,L,L,0.2,-1.8,1,-8
Birmingham,Fulham,NH,1.6,1.4,D,W,D,D,W,L,0.4,0.4,0.2,1
Man City,Aston Villa,H,1.4,0.8,L,W,D,W,L,D,0.6,-0.2,0.6,10
Leicester,Leeds,H,0.4,1,L,D,L,W,D,L,-0.6,0,-0.6,-1
Aston Villa,Charlton,H,0.8,1,W,L,D,D,D,W,-0.2,0.2,-0.2,-1
Fulham,Man City,NH,1.4,1.4,D,W,L,L,W,D,0.4,0.6,0,-7
Leeds,Birmingham,NH,0.833333333,1.833333333,L,W,D,W,D,W,-0.666666667,0.666666667,-1,9
Liverpool,Leicester,H,1.333333333,0.833333333,W,W,D,W,L,D,0.666666667,0.166666667,0.5,-14
Newcastle,Bolton,NH,0.5,0.833333333,D,D,L,W,D,L,-0.333333333,-1,-0.333333333,-3
Portsmouth,Blackburn,NH,1.5,0.833333333,D,D,W,L,D,L,0.833333333,0.166666667,0.666666667,-2
Tottenham,Southampton,NH,0.666666667,1.5,L,L,D,W,W,D,-0.833333333,0.5,-0.833333333,3
Wolves,Chelsea,NH,0.166666667,2.166666667,L,D,L,W,W,D,-1.833333333,1.5,-2,18
Man United,Arsenal,NH,2,2.166666667,W,L,W,D,W,W,1.166666667,1.333333333,-0.166666667,2
Middlesbrough,Everton,H,0.166666667,0.833333333,L,L,D,D,L,D,-1.333333333,-0.333333333,-0.666666667,-6
Arsenal,Newcastle,H,2.166666667,0.5,D,W,W,D,D,L,1.333333333,-0.333333333,1.666666667,-4
Birmingham,Portsmouth,H,1.833333333,1.5,W,D,W,D,D,W,0.666666667,0.833333333,0.333333333,-3
Bolton,Wolves,NH,0.857142857,0.142857143,D,W,D,L,L,D,-0.857142857,-2.285714286,0.714285714,-12
Chelsea,Aston Villa,H,2.285714286,1,W,W,W,W,L,W,1.428571429,-0.428571429,0.857142857,-4
Leicester,Man United,NH,0.714285714,1.857142857,L,W,L,D,W,L,0,1,-0.857142857,15
Southampton,Middlesbrough,NH,1.714285714,0.571428571,W,W,W,W,L,L,0.714285714,-1,1,1
Blackburn,Fulham,NH,1.142857143,1.571428571,W,L,D,W,D,D,0.285714286,0.571428571,-0.428571429,6
Charlton,Liverpool,H,0.714285714,1.571428571,L,L,D,W,W,W,-0.285714286,0.714285714,-0.857142857,3
Everton,Leeds,H,0.714285714,0.714285714,L,D,L,L,L,W,-0.428571429,-0.857142857,0.142857143,-2
Man City,Tottenham,NH,1.571428571,0.571428571,D,W,L,L,L,L,0.857142857,-1,0.571428571,1
Fulham,Leicester,H,1.571428571,0.714285714,W,D,D,L,W,L,0.571428571,0,0.571428571,-9
Leeds,Blackburn,H,0.714285714,1.142857143,L,L,W,W,L,D,-0.857142857,0.285714286,-0.142857143,4
Liverpool,Arsenal,NH,1.375,2.125,L,W,W,W,D,D,0.5,1.125,-0.125,3
Man United,Birmingham,H,2,1.75,W,D,W,L,W,W,1.25,0.375,0,-7
Newcastle,Southampton,H,0.75,1.5,W,L,D,L,W,W,-0.25,0.5,-0.625,-7
Portsmouth,Charlton,NH,1.125,1,L,L,D,W,L,L,0.25,-0.125,0,6
Tottenham,Everton,H,0.625,1,D,L,L,W,L,D,-0.875,0.125,-0.375,-2
Wolves,Man City,H,0.25,1.5,D,L,L,D,D,W,-2,0.75,-0.75,4
Aston Villa,Bolton,NH,0.875,0.875,L,W,L,D,D,W,-0.5,-0.75,0,-2
Middlesbrough,Chelsea,NH,0.875,2.375,W,W,L,W,W,W,-0.75,1.375,-0.75,9
Birmingham,Chelsea,NH,1.75,2.375,L,W,W,W,W,W,0.375,1.375,-0.375,8
Arsenal,Chelsea,H,2.125,2.375,W,D,D,W,W,W,1.125,1.375,-0.25,-1
Fulham,Wolves,NH,1.666666667,0.555555556,D,W,W,W,D,L,0.666666667,-1.666666667,0.444444444,-11
Leeds,Man United,NH,0.888888889,2.111111111,W,L,L,W,W,D,-1,1.444444444,-0.444444444,16
Man City,Bolton,H,1.333333333,0.888888889,L,D,D,D,D,D,0.555555556,-0.666666667,-0.222222222,8
Middlesbrough,Newcastle,NH,0.777777778,1,L,W,W,W,W,L,-0.777777778,-0.111111111,-0.222222222,6
Portsmouth,Liverpool,H,1,1.222222222,L,L,L,L,L,W,0.111111111,0.333333333,-0.777777778,9
Birmingham,Aston Villa,NH,1.666666667,0.888888889,D,L,W,D,L,W,0.333333333,-0.444444444,0.111111111,4
Everton,Southampton,NH,0.888888889,1.333333333,L,W,L,L,L,W,-0.222222222,0.333333333,-0.555555556,5
Leicester,Tottenham,NH,0.555555556,0.888888889,L,L,L,W,D,L,-0.555555556,-0.444444444,-0.111111111,3
Blackburn,Charlton,NH,0.888888889,1.222222222,L,L,W,W,W,L,-0.111111111,0,-0.333333333,8
Fulham,Newcastle,NH,1.666666667,1,D,W,W,W,W,L,0.666666667,-0.111111111,0.111111111,4
Aston Villa,Everton,NH,0.9,0.9,D,D,L,D,L,W,-0.4,-0.2,0,-11
Bolton,Birmingham,NH,0.8,1.6,L,D,D,D,D,L,-1,0.3,-0.2,-2
Chelsea,Man City,H,2,1.5,L,D,W,W,L,D,1,0.9,0.2,-14
Liverpool,Leeds,H,1.1,0.8,L,L,L,L,W,L,0.2,-1,0.3,-15
Man United,Fulham,NH,2.2,1.5,W,W,W,L,D,W,1.4,0.5,0.5,-6
Newcastle,Portsmouth,H,1.2,1.2,W,W,W,W,L,L,0,0.2,0.6,-8
Southampton,Blackburn,H,1.3,0.8,D,L,L,L,L,L,0.3,-0.2,0.4,-3
Wolves,Leicester,H,0.6,0.5,D,W,D,L,L,L,-1.5,-0.6,0.2,2
Charlton,Arsenal,NH,1.4,2.3,W,W,W,W,W,W,0.1,1.1,-0.2,6
Tottenham,Middlesbrough,NH,1.1,0.7,W,W,D,L,L,W,-0.3,-0.8,0.1,4
Everton,Chelsea,NH,0.909090909,2.090909091,D,D,L,W,L,D,-0.181818182,1,-0.454545455,15
Leeds,Arsenal,NH,0.727272727,2.181818182,L,L,W,D,W,W,-1.090909091,1,-0.727272727,18
Man United,Portsmouth,H,2,1.090909091,L,W,W,L,W,L,1.090909091,-0.090909091,0.636363636,-10
Middlesbrough,Wolves,H,0.727272727,0.818181818,D,L,L,W,D,W,-0.727272727,-1.272727273,-0.090909091,-9
Newcastle,Aston Villa,NH,1.363636364,0.909090909,W,W,W,D,D,D,0.272727273,-0.363636364,0.545454545,-1
Southampton,Man City,NH,1.454545455,1.363636364,W,D,L,L,W,L,0.454545455,0.727272727,0.181818182,-4
Tottenham,Bolton,NH,1.090909091,0.727272727,D,W,W,L,L,D,-0.272727273,-1,0.454545455,7
Fulham,Liverpool,NH,1.636363636,1.272727273,W,L,D,W,L,L,0.636363636,0.363636364,0.363636364,5
Leicester,Blackburn,H,0.454545455,0.727272727,L,L,L,L,L,L,-0.636363636,-0.363636364,-0.272727273,3
Birmingham,Charlton,NH,1.727272727,1.363636364,W,D,D,D,W,W,0.363636364,0.090909091,-0.181818182,3
Arsenal,Tottenham,H,2.25,1,W,D,W,L,D,W,1.166666667,-0.333333333,0.416666667,-14
Aston Villa,Middlesbrough,NH,0.916666667,0.916666667,D,D,D,W,D,L,-0.333333333,-0.5,-0.25,-5
Bolton,Southampton,NH,0.916666667,1.333333333,W,L,L,L,W,D,-0.833333333,0.25,0.083333333,-4
Charlton,Fulham,H,1.5,1.5,W,D,W,L,W,L,0.166666667,0.5,0.5,-2
Portsmouth,Leeds,H,1,0.666666667,L,L,W,L,L,L,-0.333333333,-1.25,0,-6
Wolves,Birmingham,NH,0.75,1.583333333,L,W,D,L,W,D,-1.333333333,0.25,0.25,10
Chelsea,Newcastle,H,2.166666667,1.333333333,W,W,L,D,W,W,1,0.25,-0.25,-3
Liverpool,Man United,NH,1.416666667,2.083333333,W,W,L,W,L,W,0.416666667,1.25,-0.5,1
Man City,Leicester,NH,1.5,0.666666667,W,L,W,W,L,L,0.833333333,-0.416666667,0.333333333,-2
Blackburn,Everton,H,0.666666667,0.833333333,L,L,L,L,D,D,-0.5,-0.25,-0.416666667,-2
Birmingham,Arsenal,NH,1.538461538,2.307692308,D,L,W,W,W,D,0.230769231,1.153846154,-0.538461538,9
Everton,Wolves,H,0.769230769,0.769230769,L,L,D,D,L,W,-0.307692308,-1.230769231,-0.461538462,-3
Leeds,Bolton,NH,0.615384615,0.923076923,L,L,L,D,W,L,-1.538461538,-0.769230769,-0.153846154,11
Leicester,Charlton,NH,0.846153846,1.615384615,W,W,L,W,W,D,-0.153846154,0.307692308,-0.538461538,11
Man United,Blackburn,H,2.153846154,0.846153846,W,W,L,W,L,L,1.230769231,-0.384615385,0.692307692,-12
Middlesbrough,Liverpool,NH,1.076923077,1.307692308,W,W,D,L,W,W,-0.307692308,0.307692308,0.076923077,7
Newcastle,Man City,H,1.230769231,1.384615385,L,D,W,L,W,L,-0.153846154,0.538461538,0.307692308,-11
Southampton,Chelsea,NH,1.307692308,2.230769231,D,L,W,W,W,W,0.230769231,1.307692308,-0.384615385,10
Tottenham,Aston Villa,H,0.923076923,0.846153846,L,L,D,L,D,D,-0.384615385,-0.461538462,0.230769231,9
Fulham,Portsmouth,H,1.384615385,1.153846154,L,L,W,W,L,L,0.307692308,0.076923077,-0.153846154,-4
Aston Villa,Southampton,H,0.785714286,1.214285714,L,L,D,L,D,L,-0.5,0.142857143,-0.142857143,-6
Blackburn,Tottenham,H,0.785714286,1.071428571,L,W,L,W,L,L,-0.428571429,-0.285714286,-0.285714286,0
Bolton,Everton,H,1.071428571,0.928571429,W,D,W,W,L,L,-0.571428571,-0.142857143,0.142857143,-9
Charlton,Leeds,NH,1.571428571,0.571428571,D,W,W,L,L,L,0.285714286,-1.571428571,0.785714286,-12
Portsmouth,Leicester,NH,1.071428571,0.857142857,L,W,L,D,W,W,-0.071428571,-0.142857143,-0.071428571,-5
Wolves,Newcastle,NH,0.714285714,1.357142857,L,D,L,W,L,D,-1.285714286,0.071428571,-0.357142857,15
Arsenal,Fulham,NH,2.357142857,1.5,W,W,W,W,L,L,1.285714286,0.428571429,0.5,-8
Chelsea,Man United,H,2.285714286,2.214285714,W,W,W,W,W,W,1.285714286,1.214285714,0,-1
Liverpool,Birmingham,H,1.285714286,1.428571429,D,L,W,L,D,L,0.285714286,0,0.142857143,-6
Man City,Middlesbrough,NH,1.285714286,1.071428571,L,L,W,D,W,W,0.285714286,-0.285714286,-0.142857143,5
Birmingham,Blackburn,NH,1.333333333,0.933333333,L,L,D,W,L,W,-0.133333333,-0.333333333,-0.133333333,-5
Fulham,Bolton,H,1.466666667,1.2,D,W,L,W,W,D,0.4,-0.4,-0.2,1
Leeds,Chelsea,NH,0.733333333,2.333333333,W,L,L,W,W,W,-1.4,1.266666667,-0.8,17
Leicester,Arsenal,NH,1,2.266666667,W,D,W,D,W,W,0,1.2,-0.066666667,17
Man United,Aston Villa,H,2.066666667,0.933333333,L,W,W,W,L,L,1.066666667,-0.4,0.266666667,-3
Middlesbrough,Portsmouth,NH,1.2,1,W,D,W,L,L,W,-0.2,-0.2,0.533333333,-2
Newcastle,Liverpool,NH,1.333333333,1.4,D,W,L,W,D,L,0.066666667,0.4,-0.133333333,1
Tottenham,Wolves,H,1,0.733333333,L,W,L,D,L,D,-0.333333333,-1.2,-0.066666667,-5
Everton,Man City,NH,0.866666667,1.2,L,W,L,L,L,L,-0.266666667,0.2,0.066666667,1
Southampton,Charlton,H,1.133333333,1.466666667,L,L,D,L,D,W,0.066666667,0.2,-0.266666667,5
Chelsea,Bolton,NH,2.25,1.125,D,W,W,L,W,W,1.1875,-0.4375,0.1875,-6
Leicester,Birmingham,NH,1,1.25,D,W,D,L,L,L,0,-0.375,0.625,8
Liverpool,Southampton,NH,1.375,1.25,D,W,D,W,L,L,0.375,0.125,0.25,-8
Man United,Man City,H,2.125,1.1875,W,L,W,D,L,L,1.25,0.1875,0.5,-13
Middlesbrough,Charlton,NH,1.1875,1.375,D,W,D,L,L,D,-0.1875,0.125,0.25,4
Newcastle,Tottenham,H,1.3125,1.125,D,D,W,W,L,W,0.0625,-0.125,0,-10
Portsmouth,Everton,NH,1,0.875,D,L,L,D,L,W,-0.1875,-0.25,0,-4
Arsenal,Blackburn,H,2.1875,1.0625,D,D,W,W,W,L,1.125,-0.0625,0.125,-14
Aston Villa,Wolves,H,0.875,0.6875,L,W,L,L,D,L,-0.625,-1.3125,0.125,-14
Leeds,Fulham,H,0.75,1.5625,D,W,L,W,D,W,-1.3125,0.4375,-0.1875,10
Blackburn,Aston Villa,NH,1,1,L,W,W,W,L,W,-0.117647059,-0.529411765,0.176470588,9
Bolton,Arsenal,NH,1.235294118,2.235294118,W,L,W,W,D,D,-0.352941176,1.117647059,-0.058823529,7
Charlton,Newcastle,NH,1.352941176,1.411764706,D,L,L,W,D,D,0.117647059,0.294117647,-0.176470588,2
Everton,Leicester,H,1,0.941176471,W,D,L,L,D,W,-0.176470588,-0.117647059,-0.058823529,-1
Fulham,Chelsea,NH,1.470588235,2.117647059,L,W,D,L,D,W,0.352941176,1.058823529,-0.176470588,7
Southampton,Portsmouth,H,1.352941176,0.941176471,W,W,L,L,D,L,0.176470588,-0.235294118,0.176470588,-1
Tottenham,Man United,NH,1.058823529,2.176470588,L,W,L,W,W,L,-0.352941176,1.294117647,-0.352941176,12
Man City,Leeds,NH,1.117647059,0.882352941,L,D,L,W,D,W,0.058823529,-1.176470588,-0.352941176,-3
Arsenal,Wolves,H,2.235294118,0.647058824,W,D,D,L,L,D,1.117647059,-1.294117647,0.529411765,-19
Birmingham,Man City,H,1.352941176,1.117647059,W,L,L,L,D,L,-0.235294118,0.058823529,0.176470588,-6
Blackburn,Middlesbrough,NH,0.944444444,1.166666667,L,L,W,D,D,D,-0.222222222,-0.166666667,-0.055555556,4
Charlton,Chelsea,H,1.333333333,2.166666667,D,D,L,W,L,D,0.111111111,1.055555556,-0.388888889,5
Fulham,Southampton,H,1.388888889,1.444444444,L,L,W,W,W,W,0.277777778,0.333333333,-0.111111111,-3
Leeds,Aston Villa,NH,0.888888889,1.111111111,D,W,D,W,W,L,-1.111111111,-0.388888889,-0.055555556,13
Leicester,Newcastle,NH,0.888888889,1.388888889,L,L,D,D,W,D,-0.166666667,0.277777778,-0.222222222,13
Liverpool,Bolton,H,1.388888889,1.222222222,W,L,D,D,W,L,0.388888889,-0.333333333,-0.111111111,-4
Man United,Everton,H,2.222222222,1.111111111,W,W,W,W,W,D,1.277777778,-0.111111111,0.111111111,-14
Portsmouth,Tottenham,H,0.888888889,1,L,L,D,L,L,W,-0.388888889,-0.388888889,-0.277777778,-2
Aston Villa,Fulham,H,1.111111111,1.388888889,W,W,L,L,L,W,-0.388888889,0.277777778,0.111111111,-3
Bolton,Leicester,NH,1.222222222,0.888888889,D,W,L,L,L,D,-0.333333333,-0.166666667,0.277777778,-10
Chelsea,Portsmouth,H,2.052631579,1,L,W,L,W,L,L,0.894736842,-0.263157895,0.157894737,-11
Everton,Birmingham,H,1.052631579,1.368421053,L,W,W,L,W,W,-0.157894737,-0.210526316,0.052631579,7
Man City,Liverpool,NH,1.052631579,1.368421053,L,D,L,D,W,L,0,0.368421053,-0.315789474,12
Middlesbrough,Man United,NH,1.105263158,2.263157895,L,D,D,W,W,W,-0.210526316,1.263157895,-0.315789474,8
Newcastle,Blackburn,NH,1.368421053,0.947368421,D,D,W,D,L,L,0.263157895,-0.210526316,0,-10
Tottenham,Charlton,NH,0.947368421,1.421052632,L,L,L,W,D,D,-0.473684211,0.210526316,-0.105263158,8
Wolves,Leeds,H,0.736842105,0.894736842,W,L,L,D,D,W,-1.210526316,-1.052631579,-0.263157895,1
Southampton,Arsenal,NH,1.368421053,2.210526316,L,W,W,W,D,W,0.210526316,1.157894737,0,11
Aston Villa,Portsmouth,H,1.105263158,1,D,W,W,W,L,L,-0.368421053,-0.263157895,0.315789474,-7
Bolton,Man United,NH,1.157894737,2.263157895,L,D,W,W,W,W,-0.421052632,1.263157895,-0.263157895,5
Chelsea,Liverpool,NH,2.1,1.45,W,L,W,W,D,W,1,0.4,-0.05,-2
Everton,Arsenal,NH,1.15,2.25,W,L,W,W,W,D,-0.1,1.15,-0.05,16
Man City,Charlton,NH,1.05,1.5,D,L,D,W,W,D,0,0.25,-0.25,9
Middlesbrough,Fulham,H,1.2,1.4,W,L,D,L,W,L,-0.15,0.2,0,2
Newcastle,Leeds,H,1.3,0.85,L,D,D,L,D,D,0.2,-1.1,0,-14
Southampton,Leicester,NH,1.3,0.9,L,L,W,D,D,L,0.15,-0.15,0.3,-6
Tottenham,Birmingham,H,0.9,1.3,L,L,L,L,L,W,-0.5,-0.35,-0.15,5
Wolves,Blackburn,NH,0.75,1.05,D,W,L,W,D,L,-1.15,-0.15,-0.15,5
Arsenal,Middlesbrough,H,2.25,1.2,W,W,D,W,L,D,1.15,-0.15,0.25,-10
Birmingham,Southampton,H,1.3,1.3,L,L,W,L,L,W,-0.35,0.15,-0.15,-2
Blackburn,Bolton,NH,1.047619048,1.095238095,D,W,D,L,D,L,-0.142857143,-0.428571429,0,7
Charlton,Wolves,H,1.476190476,0.714285714,D,W,W,L,D,W,0.238095238,-1.19047619,0.238095238,-13
Fulham,Everton,H,1.333333333,1.142857143,L,L,W,D,W,L,0.142857143,-0.095238095,-0.333333333,-8
Leeds,Tottenham,NH,0.80952381,1,L,L,D,W,L,L,-1.095238095,-0.333333333,0.095238095,4
Liverpool,Aston Villa,H,1.523809524,1.285714286,W,W,D,W,W,D,0.428571429,-0.142857143,-0.142857143,-2
Portsmouth,Man City,H,0.904761905,1.047619048,L,L,W,D,D,L,-0.428571429,0,0,-3
Leicester,Chelsea,NH,0.904761905,2,D,D,D,L,W,L,-0.142857143,0.904761905,-0.142857143,16
Man United,Newcastle,NH,2.333333333,1.380952381,W,W,W,W,L,D,1.238095238,0.238095238,0.333333333,-2
Bolton,Portsmouth,H,1.095238095,0.904761905,L,D,L,L,L,W,-0.428571429,-0.428571429,0.095238095,-5
Everton,Charlton,NH,1.142857143,1.476190476,D,W,L,D,W,W,-0.095238095,0.238095238,0.047619048,10
Man City,Blackburn,NH,1,1,L,D,D,L,D,W,-0.090909091,-0.181818182,-0.090909091,1
Middlesbrough,Leicester,NH,1.136363636,0.863636364,D,L,W,L,D,D,-0.272727273,-0.318181818,0.090909091,-7
Southampton,Leeds,H,1.227272727,0.772727273,L,D,L,L,L,L,0.090909091,-1.090909091,0.090909091,-7
Tottenham,Liverpool,H,1.090909091,1.454545455,W,W,L,L,W,W,-0.272727273,0.363636364,-0.181818182,11
Wolves,Man United,H,0.818181818,2.272727273,W,L,D,D,W,W,-1.090909091,1.181818182,-0.272727273,17
Aston Villa,Arsenal,NH,1.227272727,2.227272727,L,W,W,W,D,W,-0.181818182,1.181818182,-0.045454545,5
Chelsea,Birmingham,NH,2.045454545,1.363636364,W,L,W,D,W,L,1.045454545,-0.272727273,0.090909091,-8
Newcastle,Fulham,H,1.363636364,1.409090909,D,W,L,W,L,L,0.227272727,0.181818182,0,-4
Wolves,Liverpool,NH,0.818181818,1.454545455,W,L,D,L,W,W,-1.090909091,0.363636364,-0.136363636,16
Birmingham,Newcastle,NH,1.363636364,1.363636364,D,W,L,D,W,L,-0.272727273,0.227272727,0.045454545,5
Charlton,Bolton,NH,1.608695652,1.260869565,W,W,D,W,W,L,0.347826087,-0.304347826,0.260869565,-1
Fulham,Tottenham,H,1.347826087,1.173913043,L,W,L,W,W,W,0.086956522,-0.217391304,-0.130434783,-6
Leeds,Middlesbrough,NH,0.739130435,1.217391304,L,L,L,W,D,L,-1.086956522,-0.130434783,-0.260869565,8
Leicester,Aston Villa,NH,0.869565217,1.173913043,D,L,D,L,L,W,-0.304347826,-0.260869565,-0.130434783,12
Liverpool,Everton,NH,1.434782609,1.043478261,D,L,W,L,L,D,0.347826087,-0.173913043,0.173913043,-13
Man United,Southampton,H,2.173913043,1.304347826,L,D,W,W,L,D,1.086956522,0.130434783,0.260869565,-9
Portsmouth,Wolves,NH,0.956521739,0.826086957,L,W,L,D,W,L,-0.347826087,-1.043478261,-0.086956522,-7
Arsenal,Man City,H,2.260869565,1,W,W,D,D,L,D,1.217391304,-0.086956522,0.434782609,-15
Blackburn,Chelsea,NH,1,2,D,L,D,D,W,L,-0.173913043,1,-0.043478261,13
Aston Villa,Leeds,H,1.173913043,0.739130435,L,L,W,L,L,L,-0.260869565,-1.086956522,0.260869565,-13
Bolton,Liverpool,NH,1.333333333,1.416666667,W,W,W,D,D,L,-0.25,0.333333333,0.083333333,4
Everton,Man United,NH,1.041666667,2.208333333,D,L,L,W,L,D,-0.166666667,1.083333333,-0.208333333,14
Middlesbrough,Blackburn,NH,1.166666667,0.958333333,L,W,D,L,D,L,-0.166666667,-0.208333333,0.083333333,-4
Newcastle,Leicester,H,1.416666667,0.833333333,D,W,D,L,D,L,0.291666667,-0.5,0.208333333,-13
Southampton,Fulham,NH,1.25,1.416666667,L,W,L,W,L,W,0.083333333,0.125,-0.083333333,3
Tottenham,Portsmouth,H,1.125,0.958333333,L,W,W,D,L,W,-0.25,-0.333333333,0.208333333,2
Wolves,Arsenal,NH,0.833333333,2.291666667,D,D,W,W,W,W,-1,1.208333333,-0.291666667,19
Chelsea,Charlton,H,2.041666667,1.541666667,W,D,W,L,W,W,1,0.291666667,0,-5
Man City,Birmingham,NH,0.958333333,1.333333333,L,D,L,D,D,D,-0.125,-0.25,-0.125,6
Arsenal,Southampton,H,2.291666667,1.25,W,W,W,L,W,L,1.208333333,0.083333333,0.375,-11
Leeds,Wolves,H,0.68,0.8,L,L,L,L,D,D,-1.2,-1.04,-0.2,-1
Leicester,Bolton,NH,0.8,1.32,L,L,D,D,W,W,-0.56,-0.24,-0.32,10
Birmingham,Everton,H,1.4,1,W,D,D,L,D,L,-0.12,-0.2,0.28,-7
Blackburn,Newcastle,NH,1.04,1.48,W,L,D,W,D,W,-0.16,0.36,-0.24,10
Charlton,Tottenham,NH,1.48,1.2,L,L,W,W,L,W,0.24,-0.2,-0.2,-8
Fulham,Aston Villa,NH,1.4,1.32,D,W,L,W,W,L,0.12,0.04,-0.08,3
Liverpool,Man City,H,1.4,0.96,D,D,D,D,L,D,0.32,-0.12,0.12,-12
Man United,Middlesbrough,NH,2.24,1.24,W,W,L,W,L,W,1.08,-0.12,0.12,-8
Portsmouth,Chelsea,NH,0.92,2.08,L,D,L,W,W,D,-0.36,1,-0.24,11
Bolton,Man City,NH,1.32,0.96,D,W,W,D,L,D,-0.24,-0.12,0.28,-8
Charlton,Blackburn,H,1.423076923,1.038461538,L,L,L,D,W,L,0.153846154,-0.153846154,0.038461538,-8
Chelsea,Arsenal,NH,2.115384615,2.346153846,W,W,W,W,W,W,1.038461538,1.269230769,-0.076923077,1
Man United,Leeds,NH,2.153846154,0.769230769,L,W,W,W,L,L,1,-1.038461538,0.153846154,-16
Newcastle,Middlesbrough,H,1.461538462,1.192307692,D,W,D,L,W,L,0.346153846,-0.153846154,0.076923077,-6
Southampton,Everton,NH,1.192307692,0.961538462,L,D,L,L,L,D,0,-0.307692308,0.115384615,-5
Wolves,Fulham,H,0.769230769,1.346153846,L,L,D,L,D,W,-1.115384615,0.076923077,-0.076923077,11
